time,width,loc,scale,stat,pval
0,1.4179063202434252,0.013222481370030917,0.9668208068749162,0.06251895196252244,0.8472303249882775
1,1.2521244189387881,-0.019676965262758958,1.0466369219102574,0.11261843212168948,0.16645121989935388
2,1.3152178327531976,0.0017513910719613047,0.9959741899008143,0.08872587393998826,0.43632142634379234
3,1.2693728752608586,-0.025503542933127725,1.0649601136430742,0.09025737889565894,0.40747659841250206
4,1.2406563889947528,-0.023742407093153207,1.0563159046759456,0.09012138579888948,0.4298835385769516
5,1.4030203051984869,0.007703156642338905,0.9803415033507572,0.060508389426814024,0.885320685871396
6,1.9175849312312934,0.033745724528937246,0.8609820411441509,0.059533878711666655,0.8892865385670777
7,1.2693544511291501,0.004750911338991996,0.9898526248540072,0.08400552284051976,0.5023032758065362
8,1.3463087894942678,0.007328627151126635,0.98293693351104,0.0647208923224537,0.8259255550466222
9,1.3931071324845812,-0.016286139952949315,1.0479964827286627,0.09043032998938966,0.41173130836938165
10,1.4677305916034542,0.008841803849668393,0.9758301077993512,0.08876342238448531,0.4289440992552854
11,1.4862165324347294,-0.008382311701130428,1.0281533193071013,0.08800445375372401,0.426687438549717
12,1.5818500116931808,0.017257959029950105,0.9479411957774471,0.08602519688054239,0.4772596618340891
13,1.3117871295095198,-0.02132542202452769,1.0562623631024932,0.07535885067179354,0.6546987119068967
14,1.3486054650792925,0.006296274318588176,0.9851355169029095,0.06024536023022414,0.8884147044940597
15,1.3632174020410812,0.0025121273415141063,0.993821072114679,0.0896195978508455,0.40335614294326105
16,1.437071666041184,0.009512416814413676,0.974680454871105,0.05196789836988816,0.9596207704046418
17,1.2653382922618461,-0.0025956120140433977,1.0057397116997855,0.05511901348546097,0.9324528291883438
18,1.4649786870577732,0.007516216342437386,0.9790736813892884,0.06095052051132438,0.8720331685343243
19,1.5480020873396332,0.008191314521356314,0.9730027122021743,0.08283459802695559,0.5360528003422779
20,1.5233851450010607,0.04183727354661683,0.8909045090190968,0.06605800715999166,0.8117821521216949
21,1.3125828782933207,-0.016992456686067033,1.0438032661553494,0.07402107050743317,0.6803751169486485
22,1.4814092060849389,0.05262276211981336,0.8719880530278814,0.04879649170044635,0.9808150009388917
23,1.2949971355525103,-0.006260562954705826,1.0147201319299484,0.07274216700058833,0.697981060691843
24,1.2802312351188219,-0.020340705918507517,1.0508325992838543,0.08062986176124243,0.5445564795567304
25,1.6477092068533454,0.01470924346542878,0.9463831945247454,0.08280665618627453,0.5078372502393057
26,1.718167378526792,0.013326228133911877,0.9447843844766106,0.08990607345224377,0.5009412739129568
27,1.4203496685975106,-0.008906237996697444,1.026397108320265,0.07625057393428589,0.6232008608045885
28,1.482546325129877,-0.006306839159526637,1.0206615824919005,0.07218767218778993,0.7239350423374342
29,1.3707411767761921,0.03380637358592768,0.9251735500373193,0.08833305771501104,0.4285153519604154
30,1.4636044359294658,0.0018369380315956575,0.9945902368095297,0.07284448844070424,0.7033952517070376
31,1.339803551040883,-0.023040077481931934,1.0666459269706796,0.0905677703152793,0.3900746832646123
32,1.341441388101659,-0.010786582052488452,1.0279885339734258,0.09366288673670989,0.3613260178678123
33,1.3571659804176086,-0.018296911622187672,1.05159264627932,0.07376835530368714,0.6927940973262532
34,1.482777336641072,0.0018385437707259472,0.9949013474560864,0.06170232507490986,0.8624237602625897
35,1.2038014013590623,-0.045444735863610156,1.1161878077156042,0.11413601629045317,0.15572234100641624
36,1.24579971674846,-0.018447830693190663,1.0432160894918057,0.05630485402070251,0.9296874799365459
37,1.396214396902311,-0.0009421252764076518,1.0025482030187032,0.08062584840425754,0.5446256524435279
38,1.3631383788687101,-0.01763829503435419,1.0497545328529307,0.0856900372873326,0.4825090135680522
39,1.2907208435714623,-7.551362044033262e-05,1.0000939779105495,0.07807441383262592,0.6116830240733735
40,1.3824914630243648,0.005563269889036535,0.9859508734850198,0.05240863468195678,0.9585121949369289
41,1.3970209046807758,0.0008033128251071162,0.99788144092314,0.06442409612554445,0.8349101907125168
42,1.410212549922775,0.006090778537317137,0.9841232113121743,0.07475711450049793,0.6736793342166268
43,1.5642886834744028,0.047271843859802695,0.8770838946364372,0.05369943454979925,0.9491934289704854
44,1.6274232181886295,0.01730004754406106,0.9435933513636577,0.08084824405357616,0.6328059573656526
45,1.4004854108046758,0.005016900243951593,0.9868474027597944,0.07863374390511504,0.5796230678748171
46,1.3850188616211647,0.005996270409046064,0.9849780479013699,0.06865500169053085,0.77306191223891
47,1.7549039470563161,0.016120441702031932,0.930620142611311,0.07799254907613984,0.6131724341093909
48,1.4339987216855685,-0.0028745390377252263,1.0081924392829378,0.0736238070707062,0.6660559284892758
49,1.442710074012501,0.013443967150618474,0.9654027422035923,0.05913324199274039,0.8903458727036195
50,1.2873325282323442,0.02997413886184933,0.9405986194725159,0.10276598176029145,0.26191474124493686
51,1.3719276462124892,-0.00010719813329647448,1.00026814284045,0.07604316149176349,0.6568115145725192
52,1.4015252883525537,-0.007707502629915253,1.021785477608003,0.07130100133934009,0.7193997112772267
53,1.4101154872607644,-0.014633632028940325,1.0439151948695091,0.07879970685913598,0.5911805474739249
54,1.4196079398732961,-0.00033904703596400194,1.0009104846109724,0.06708857831035664,0.7859498950400959
55,1.3835492256927107,-0.00337054084967231,1.0090460941317614,0.0569089479001339,0.9210456416582015
56,1.3433227098454341,-0.00172767187090657,1.0043054621727996,0.058305355367569756,0.899884813658826
